index,animal,dob,sex,trauma,mildstressor,group,annotation_labels,annotation_names,annotation_abrv,parent_labels,parent_names,graph_order,count,gray,parcellation_group,volumes,count_vox
7717,ms_16,4/21/20,M,Trauma,Stressor,Trauma,206,Nucleus raphe magnus,RM,379,"Medulla, behavioral state related",994,25,1.0,hindbrain,8135,0.003073140749846343
7718,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1026,"Primary somatosensory area, upper limb, layer 6b",SSp-ul6b,369,"Primary somatosensory area, upper limb",85,25,1.0,cortical_plate,10803,0.002314171989262242
7719,ms_16,4/21/20,M,Trauma,Stressor,Trauma,114,"Superior olivary complex, lateral part",SOCl,398,Superior olivary complex,889,24,1.0,hindbrain,12408,0.0019342359767891683
7720,ms_16,4/21/20,M,Trauma,Stressor,Trauma,450,"Primary somatosensory area, upper limb, layer 1",SSp-ul1,369,"Primary somatosensory area, upper limb",80,24,1.0,cortical_plate,20915,0.0011475017929715515
7721,ms_16,4/21/20,M,Trauma,Stressor,Trauma,64,Anterodorsal nucleus,AD,239,Anterior group of the dorsal thalamus,679,24,1.0,diencephalon,10074,0.0023823704586063135
7722,ms_16,4/21/20,M,Trauma,Stressor,Trauma,483,Medial habenula,MH,958,Epithalamus,712,23,1.0,diencephalon,19039,0.0012080466411051002
7723,ms_16,4/21/20,M,Trauma,Stressor,Trauma,893,"Supplemental somatosensory area, layer 6b",SSs6b,378,Supplemental somatosensory area,106,23,1.0,cortical_plate,8102,0.0028388052332757345
7724,ms_16,4/21/20,M,Trauma,Stressor,Trauma,442,"Retrosplenial area, dorsal part, layer 1",RSPd1,879,"Retrosplenial area, dorsal part",326,23,1.0,cortical_plate,30893,0.0007445052277214903
7725,ms_16,4/21/20,M,Trauma,Stressor,Trauma,763,Vascular organ of the lamina terminalis,OV,141,Periventricular region,745,28,1.0,diencephalon,755,0.03708609271523179
7727,ms_16,4/21/20,M,Trauma,Stressor,Trauma,765,Nucleus x,x,370,"Medulla, motor related",989,14,1.0,hindbrain,3979,0.0035184719778838906
7728,ms_16,4/21/20,M,Trauma,Stressor,Trauma,460,Midbrain trigeminal nucleus,MEV,339,"Midbrain, sensory related",815,11,1.0,midbrain,2226,0.004941599281221923
7729,ms_16,4/21/20,M,Trauma,Stressor,Trauma,249,"Posterior auditory area, layer 6a",AUDpo6a,1027,Posterior auditory area,148,10,1.0,cortical_plate,1307,0.0076511094108645756
7730,ms_16,4/21/20,M,Trauma,Stressor,Trauma,2,"Primary somatosensory area, mouth, layer 6b",SSp-m6b,345,"Primary somatosensory area, mouth",78,10,1.0,cortical_plate,7487,0.0013356484573260317
7731,ms_16,4/21/20,M,Trauma,Stressor,Trauma,230,Nucleus raphe pallidus,RPA,379,"Medulla, behavioral state related",995,10,1.0,hindbrain,2242,0.0044603033006244425
7732,ms_16,4/21/20,M,Trauma,Stressor,Trauma,970,"Paragigantocellular reticular nucleus, dorsal part",PGRNd,938,Paragigantocellular reticular nucleus,974,10,1.0,hindbrain,9881,0.0010120433154539015
7733,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1114,"Anterolateral visual area, layer 4",VISal4,402,Anterolateral visual area,167,9,1.0,cortical_plate,4975,0.0018090452261306533
7734,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1049,Flocculus,FL,1073,Hemispheric regions,1072,9,1.0,cerebellum,84339,0.00010671219720414043
7735,ms_16,4/21/20,M,Trauma,Stressor,Trauma,147,Locus ceruleus,LC,1117,"Pons, behavioral state related",911,9,1.0,hindbrain,1042,0.008637236084452975
7736,ms_16,4/21/20,M,Trauma,Stressor,Trauma,662,"Gustatory areas, layer 6b",GU6b,1057,Gustatory areas,113,9,1.0,cortical_plate,4219,0.002133206921071344
7737,ms_16,4/21/20,M,Trauma,Stressor,Trauma,235,Lateral reticular nucleus,LRN,370,"Medulla, motor related",964,8,1.0,hindbrain,31634,0.00025289245748245557
7738,ms_16,4/21/20,M,Trauma,Stressor,Trauma,846,Dentate nucleus,DN,519,Cerebellar nuclei,1082,8,1.0,cerebellum,21468,0.0003726476616359232
7739,ms_16,4/21/20,M,Trauma,Stressor,Trauma,591,Central linear nucleus raphe,CLI,165,Midbrain raphe nuclei,864,8,1.0,midbrain,5341,0.0014978468451600825
7740,ms_16,4/21/20,M,Trauma,Stressor,Trauma,642,Nucleus of the trapezoid body,NTB,386,"Medulla, sensory related",930,8,1.0,hindbrain,6415,0.0012470771628994544
7741,ms_16,4/21/20,M,Trauma,Stressor,Trauma,132,"Prelimbic area, layer 6b",PL6b,972,Prelimbic area,244,7,1.0,cortical_plate,1333,0.005251312828207052
7742,ms_16,4/21/20,M,Trauma,Stressor,Trauma,209,Lateral vestibular nucleus,LAV,701,Vestibular nuclei,985,7,1.0,hindbrain,9057,0.0007728828530418461
7743,ms_16,4/21/20,M,Trauma,Stressor,Trauma,735,"Primary auditory area, layer 1",AUDp1,1002,Primary auditory area,137,76,1.0,cortical_plate,16294,0.0046642936050079785
7744,ms_16,4/21/20,M,Trauma,Stressor,Trauma,609,Subparafascicular area,SPA,864,"Thalamus, sensory-motor cortex related",655,14,1.0,diencephalon,3375,0.004148148148148148
7745,ms_16,4/21/20,M,Trauma,Stressor,Trauma,936,Declive (VI),DEC,645,Vermal regions,1026,11,1.0,cerebellum,239591,4.591157430788302e-05
7746,ms_16,4/21/20,M,Trauma,Stressor,Trauma,333,Septohippocampal nucleus,SH,275,Lateral septal complex,591,11,1.0,cerebral_nuclei,2365,0.004651162790697674
7747,ms_16,4/21/20,M,Trauma,Stressor,Trauma,804,Fields of Forel,FF,797,Zona incerta,800,14,1.0,diencephalon,3662,0.0038230475150191155
7748,ms_16,4/21/20,M,Trauma,Stressor,Trauma,643,"Posterior auditory area, layer 2/3",AUDpo2/3,1027,Posterior auditory area,145,13,1.0,cortical_plate,3137,0.004144086707044948
7749,ms_16,4/21/20,M,Trauma,Stressor,Trauma,819,"Anterior cingulate area, ventral part, 6b",ACAv6b,48,"Anterior cingulate area, ventral part",237,13,1.0,cortical_plate,4443,0.002925950934053567
7750,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1,"Tuberomammillary nucleus, ventral part",TMv,557,Tuberomammillary nucleus,771,13,1.0,diencephalon,1884,0.006900212314225053
7751,ms_16,4/21/20,M,Trauma,Stressor,Trauma,593,"Primary visual area, layer 1",VISp1,385,Primary visual area,186,13,1.0,cortical_plate,56148,0.0002315309539075301
7752,ms_16,4/21/20,M,Trauma,Stressor,Trauma,461,"Primary somatosensory area, trunk, layer 6b",SSp-tr6b,361,"Primary somatosensory area, trunk",92,13,1.0,cortical_plate,2045,0.006356968215158924
7753,ms_16,4/21/20,M,Trauma,Stressor,Trauma,281,"Anteromedial visual area, layer 1",VISam1,394,Anteromedial visual area,172,13,1.0,cortical_plate,8083,0.0016083137448966967
7754,ms_16,4/21/20,M,Trauma,Stressor,Trauma,951,Pyramus (VIII),PYR,645,Vermal regions,1034,13,1.0,cerebellum,58832,0.0002209681805819962
7755,ms_16,4/21/20,M,Trauma,Stressor,Trauma,41,"posteromedial visual area, layer 2/3",VISpm2/3,533,posteromedial visual area,201,13,1.0,cortical_plate,19917,0.0006527087412762966
7756,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1033,Copula pyramidis,COPY,1073,Hemispheric regions,1064,13,1.0,cerebellum,155348,8.368308571722842e-05
7757,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1120,Interanteromedial nucleus of the thalamus,IAM,239,Anterior group of the dorsal thalamus,680,12,1.0,diencephalon,2981,0.004025494800402549
7758,ms_16,4/21/20,M,Trauma,Stressor,Trauma,930,Parafascicular nucleus,PF,51,Intralaminar nuclei of the dorsal thalamus,701,12,1.0,diencephalon,26914,0.0004458646057813777
7759,ms_16,4/21/20,M,Trauma,Stressor,Trauma,622,"Retrosplenial area, ventral part, layer 6b",RSPv6b,886,"Retrosplenial area, ventral part",338,12,1.0,cortical_plate,5614,0.0021375133594584966
7760,ms_16,4/21/20,M,Trauma,Stressor,Trauma,872,Dorsal nucleus raphe,DR,165,Midbrain raphe nuclei,865,12,1.0,midbrain,8056,0.0014895729890764648
7761,ms_16,4/21/20,M,Trauma,Stressor,Trauma,269,"Posterolateral visual area, layer 2/3",VISpl2/3,425,Posterolateral visual area,194,11,1.0,cortical_plate,9689,0.0011353080813293426
7762,ms_16,4/21/20,M,Trauma,Stressor,Trauma,927,"Anterior cingulate area, dorsal part, layer 6b",ACAd6b,39,"Anterior cingulate area, dorsal part",231,11,1.0,cortical_plate,3005,0.003660565723793677
7763,ms_16,4/21/20,M,Trauma,Stressor,Trauma,155,Lateral dorsal nucleus of thalamus,LD,239,Anterior group of the dorsal thalamus,682,30,1.0,diencephalon,68148,0.0004402183483007572
7764,ms_16,4/21/20,M,Trauma,Stressor,Trauma,401,"Anteromedial visual area, layer 4",VISam4,394,Anteromedial visual area,174,11,1.0,cortical_plate,5000,0.0022
7765,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1125,"Orbital area, ventrolateral part, layer 5",ORBvl5,746,"Orbital area, ventrolateral part",275,30,1.0,cortical_plate,15049,0.0019934879393979665
7766,ms_16,4/21/20,M,Trauma,Stressor,Trauma,558,"Primary somatosensory area, nose, layer 1",SSp-n1,353,"Primary somatosensory area, nose",45,61,1.0,cortical_plate,21892,0.0027864059930568243
7767,ms_16,4/21/20,M,Trauma,Stressor,Trauma,978,"Paragigantocellular reticular nucleus, lateral part",PGRNl,938,Paragigantocellular reticular nucleus,975,60,1.0,hindbrain,42251,0.001420084731722326
7768,ms_16,4/21/20,M,Trauma,Stressor,Trauma,982,Fasciola cinerea,FC,1080,Hippocampal region,490,60,1.0,cortical_plate,4025,0.014906832298136646
7769,ms_16,4/21/20,M,Trauma,Stressor,Trauma,527,"Dorsal auditory area, layer 1",AUDd1,1011,Dorsal auditory area,123,60,1.0,cortical_plate,29577,0.00202860330662339
7770,ms_16,4/21/20,M,Trauma,Stressor,Trauma,934,"Entorhinal area, medial part, ventral zone",ENTmv,909,Entorhinal area,517,59,1.0,cortical_plate,16552,0.0035645239246012567
7771,ms_16,4/21/20,M,Trauma,Stressor,Trauma,689,Ventrolateral preoptic nucleus,VLPO,141,Periventricular region,755,58,1.0,diencephalon,1968,0.029471544715447155
7772,ms_16,4/21/20,M,Trauma,Stressor,Trauma,484,"Orbital area, medial part, layer 1",ORBm1,731,"Orbital area, medial part",265,58,1.0,cortical_plate,19533,0.002969333947678288
7773,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1061,Posterior pretectal nucleus,PPT,1100,Pretectal region,842,57,1.0,midbrain,4278,0.01332398316970547
7774,ms_16,4/21/20,M,Trauma,Stressor,Trauma,368,"Perirhinal area, layer 6b",PERI6b,922,Perirhinal area,369,57,1.0,cortical_plate,5078,0.011224891689641591
7775,ms_16,4/21/20,M,Trauma,Stressor,Trauma,255,Anteroventral nucleus of thalamus,AV,239,Anterior group of the dorsal thalamus,675,57,1.0,diencephalon,26109,0.0021831552338274158
7776,ms_16,4/21/20,M,Trauma,Stressor,Trauma,7,Principal sensory nucleus of the trigeminal,PSV,1132,"Pons, sensory related",873,56,1.0,hindbrain,70385,0.0007956240676280457
7777,ms_16,4/21/20,M,Trauma,Stressor,Trauma,448,"Orbital area, lateral part, layer 1",ORBl1,723,"Orbital area, lateral part",259,56,1.0,cortical_plate,17882,0.003131640756067554
7778,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1126,"Tuberomammillary nucleus, dorsal part",TMd,557,Tuberomammillary nucleus,770,54,1.0,diencephalon,936,0.057692307692307696
7779,ms_16,4/21/20,M,Trauma,Stressor,Trauma,27,Intergeniculate leaflet of the lateral geniculate complex,IGL,1014,"Geniculate group, ventral thalamus",705,54,1.0,diencephalon,4556,0.011852502194907815
7780,ms_16,4/21/20,M,Trauma,Stressor,Trauma,377,"Posterolateral visual area, layer 6a",VISpl6a,425,Posterolateral visual area,197,54,1.0,cortical_plate,9301,0.005805827330394581
7781,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1045,Ectorhinal area/Layer 6b,ECT6b,895,Ectorhinal area,378,63,1.0,cortical_plate,6388,0.009862241703193489
7782,ms_16,4/21/20,M,Trauma,Stressor,Trauma,878,"Primary somatosensory area, mouth, layer 1",SSp-m1,345,"Primary somatosensory area, mouth",73,64,1.0,cortical_plate,50816,0.0012594458438287153
7783,ms_16,4/21/20,M,Trauma,Stressor,Trauma,965,"Retrosplenial area, lateral agranular part, layer 2/3",RSPagl2/3,894,"Retrosplenial area, lateral agranular part",300,64,1.0,cortical_plate,24510,0.0026111791105671153
7784,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1004,Ventral premammillary nucleus,PMv,467,Hypothalamic medial zone,777,66,1.0,diencephalon,5630,0.01172291296625222
7785,ms_16,4/21/20,M,Trauma,Stressor,Trauma,91,Interposed nucleus,IP,519,Cerebellar nuclei,1081,30,1.0,cerebellum,55207,0.0005434093502635535
7786,ms_16,4/21/20,M,Trauma,Stressor,Trauma,74,"Lateral visual area, layer 6a",VISl6a,409,Lateral visual area,183,74,1.0,cortical_plate,12778,0.005791203631241196
7787,ms_16,4/21/20,M,Trauma,Stressor,Trauma,588,"Anterior cingulate area, ventral part, layer 1",ACAv1,48,"Anterior cingulate area, ventral part",233,73,1.0,cortical_plate,33890,0.002154027736795515
7788,ms_16,4/21/20,M,Trauma,Stressor,Trauma,113,"Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3,337,"Primary somatosensory area, lower limb",67,72,1.0,cortical_plate,33461,0.0021517587639341322
7789,ms_16,4/21/20,M,Trauma,Stressor,Trauma,985,Primary motor area,MOp,500,Somatomotor areas,18,72,1.0,cortical_plate,34027,0.0021159667323008198
7790,ms_16,4/21/20,M,Trauma,Stressor,Trauma,320,"Primary motor area, Layer 1",MOp1,985,Primary motor area,19,72,1.0,cortical_plate,149419,0.000481866429302833
7791,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1022,"Globus pallidus, external segment",GPe,818,"Pallidum, dorsal region",610,71,1.0,cerebral_nuclei,103116,0.0006885449396795842
7792,ms_16,4/21/20,M,Trauma,Stressor,Trauma,233,"Anterolateral visual area, layer 5",VISal5,402,Anterolateral visual area,168,54,1.0,cortical_plate,14082,0.0038346825734980826
7793,ms_16,4/21/20,M,Trauma,Stressor,Trauma,821,"Primary visual area, layer 2/3",VISp2/3,385,Primary visual area,187,70,1.0,cortical_plate,132154,0.00052968506439457
7794,ms_16,4/21/20,M,Trauma,Stressor,Trauma,621,Motor nucleus of trigeminal,V,987,"Pons, motor related",902,69,1.0,hindbrain,24252,0.0028451261751608115
7795,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1005,"Primary auditory area, layer 6b",AUDp6b,1002,Primary auditory area,142,68,1.0,cortical_plate,6090,0.01116584564860427
7796,ms_16,4/21/20,M,Trauma,Stressor,Trauma,272,Anteroventral periventricular nucleus,AVPV,141,Periventricular region,738,67,1.0,diencephalon,4375,0.015314285714285714
7797,ms_16,4/21/20,M,Trauma,Stressor,Trauma,613,"Lateral visual area, layer 5",VISl5,409,Lateral visual area,182,67,1.0,cortical_plate,21668,0.003092117408159498
7798,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1109,Parastrial nucleus,PS,141,Periventricular region,747,67,1.0,diencephalon,1720,0.038953488372093024
7799,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1111,"Primary somatosensory area, trunk, layer 5",SSp-tr5,361,"Primary somatosensory area, trunk",90,67,1.0,cortical_plate,25067,0.0026728367973830134
7800,ms_16,4/21/20,M,Trauma,Stressor,Trauma,127,Anteromedial nucleus,AM,239,Anterior group of the dorsal thalamus,676,66,1.0,diencephalon,21509,0.003068482960621135
7801,ms_16,4/21/20,M,Trauma,Stressor,Trauma,234,"Temporal association areas, layer 4",TEa4,541,Temporal association areas,363,69,1.0,cortical_plate,14555,0.004740638955685331
7802,ms_16,4/21/20,M,Trauma,Stressor,Trauma,511,"Superior colliculus, motor related, intermediate gray layer, sublayer c",SCig-c,10,"Superior colliculus, motor related, intermediate gray layer",831,54,1.0,midbrain,4918,0.010980073200488003
7803,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1031,"Globus pallidus, internal segment",GPi,818,"Pallidum, dorsal region",611,69,1.0,cerebral_nuclei,27122,0.0025440601725536466
7804,ms_16,4/21/20,M,Trauma,Stressor,Trauma,996,"Agranular insular area, dorsal part, layer 1",AId1,104,"Agranular insular area, dorsal part",280,50,1.0,cortical_plate,40001,0.0012499687507812305
7805,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1044,Peripeduncular nucleus,PP,864,"Thalamus, sensory-motor cortex related",656,38,1.0,diencephalon,2799,0.013576277241872096
7806,ms_16,4/21/20,M,Trauma,Stressor,Trauma,12,Interfascicular nucleus raphe,IF,165,Midbrain raphe nuclei,861,35,1.0,midbrain,2156,0.016233766233766232
7807,ms_16,4/21/20,M,Trauma,Stressor,Trauma,973,"Lateral visual area, layer 2/3",VISl2/3,409,Lateral visual area,180,33,1.0,cortical_plate,20753,0.0015901315472461814
7808,ms_16,4/21/20,M,Trauma,Stressor,Trauma,36,"Gustatory areas, layer 1",GU1,1057,Gustatory areas,108,33,1.0,cortical_plate,28255,0.0011679348787825164
7809,ms_16,4/21/20,M,Trauma,Stressor,Trauma,981,"Primary somatosensory area, barrel field, layer 1",SSp-bfd1,329,"Primary somatosensory area, barrel field",52,33,1.0,cortical_plate,35823,0.0009211958797420652
7810,ms_16,4/21/20,M,Trauma,Stressor,Trauma,791,"Posterior auditory area, layer 5",AUDpo5,1027,Posterior auditory area,147,33,1.0,cortical_plate,3728,0.008851931330472103
7811,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1081,"Infralimbic area, layer 6b",ILA6b,44,Infralimbic area,251,32,1.0,cortical_plate,6116,0.005232177894048398
7812,ms_16,4/21/20,M,Trauma,Stressor,Trauma,433,"Anteromedial visual area, layer 5",VISam5,394,Anteromedial visual area,175,32,1.0,cortical_plate,13976,0.0022896393817973667
7813,ms_16,4/21/20,M,Trauma,Stressor,Trauma,356,Preparasubthalamic nucleus,PST,290,Hypothalamic lateral zone,792,32,1.0,diencephalon,912,0.03508771929824561
7814,ms_16,4/21/20,M,Trauma,Stressor,Trauma,534,Supratrigeminal nucleus,SUT,987,"Pons, motor related",900,31,1.0,hindbrain,10567,0.0029336613986940476
7815,ms_16,4/21/20,M,Trauma,Stressor,Trauma,148,"Gustatory areas, layer 4",GU4,1057,Gustatory areas,110,51,1.0,cortical_plate,12954,0.003937007874015748
7816,ms_16,4/21/20,M,Trauma,Stressor,Trauma,257,"posteromedial visual area, layer 6a",VISpm6a,533,posteromedial visual area,204,31,1.0,cortical_plate,11585,0.0026758739749676306
7817,ms_16,4/21/20,M,Trauma,Stressor,Trauma,604,Nucleus incertus,NI,1117,"Pons, behavioral state related",913,31,1.0,hindbrain,8536,0.0036316776007497657
7818,ms_16,4/21/20,M,Trauma,Stressor,Trauma,675,"Agranular insular area, ventral part, layer 6a",AIv6a,119,"Agranular insular area, ventral part",295,31,1.0,cortical_plate,6165,0.0050283860502838605
7819,ms_16,4/21/20,M,Trauma,Stressor,Trauma,565,"posteromedial visual area, layer 5",VISpm5,533,posteromedial visual area,203,30,1.0,cortical_plate,16877,0.0017775671031581442
7820,ms_16,4/21/20,M,Trauma,Stressor,Trauma,685,Ventral medial nucleus of the thalamus,VM,637,Ventral group of the dorsal thalamus,645,39,1.0,diencephalon,47254,0.0008253269564481313
7821,ms_16,4/21/20,M,Trauma,Stressor,Trauma,217,Superior vestibular nucleus,SUV,701,Vestibular nuclei,988,40,1.0,hindbrain,22710,0.0017613386173491853
7822,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1085,"Secondary motor area, layer 6b",MOs6b,993,Secondary motor area,29,32,1.0,cortical_plate,5942,0.005385392123864019
7823,ms_16,4/21/20,M,Trauma,Stressor,Trauma,280,Barrington's nucleus,B,987,"Pons, motor related",891,41,1.0,hindbrain,2272,0.018045774647887324
7824,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1010,"Visceral area, layer 4",VISC4,677,Visceral area,117,41,1.0,cortical_plate,12560,0.003264331210191083
7825,ms_16,4/21/20,M,Trauma,Stressor,Trauma,9,"Primary somatosensory area, trunk, layer 6a",SSp-tr6a,361,"Primary somatosensory area, trunk",91,49,1.0,cortical_plate,10674,0.00459059396664793
7826,ms_16,4/21/20,M,Trauma,Stressor,Trauma,905,"Anterolateral visual area, layer 2/3",VISal2/3,402,Anterolateral visual area,166,49,1.0,cortical_plate,11661,0.00420204099133865
7827,ms_16,4/21/20,M,Trauma,Stressor,Trauma,598,"Ventral auditory area, layer 6b",AUDv6b,1018,Ventral auditory area,156,50,1.0,cortical_plate,4998,0.010004001600640256
7828,ms_16,4/21/20,M,Trauma,Stressor,Trauma,906,"Retrosplenial area, lateral agranular part, layer 6a",RSPagl6a,894,"Retrosplenial area, lateral agranular part",302,50,1.0,cortical_plate,14114,0.003542581833640357
7829,ms_16,4/21/20,M,Trauma,Stressor,Trauma,305,"Primary visual area, layer 6b",VISp6b,385,Primary visual area,191,46,1.0,cortical_plate,10335,0.004450895016932753
7830,ms_16,4/21/20,M,Trauma,Stressor,Trauma,186,Lateral habenula,LH,958,Epithalamus,713,46,1.0,diencephalon,20631,0.002229654403567447
7831,ms_16,4/21/20,M,Trauma,Stressor,Trauma,880,Dorsal tegmental nucleus,DTN,987,"Pons, motor related",892,45,1.0,hindbrain,5586,0.008055853920515575
7832,ms_16,4/21/20,M,Trauma,Stressor,Trauma,271,Nucleus sagulum,SAG,339,"Midbrain, sensory related",813,48,1.0,midbrain,5980,0.008026755852842809
7833,ms_16,4/21/20,M,Trauma,Stressor,Trauma,510,"Primary somatosensory area, lower limb, layer 6b",SSp-ll6b,337,"Primary somatosensory area, lower limb",71,44,1.0,cortical_plate,6193,0.007104795737122558
7834,ms_16,4/21/20,M,Trauma,Stressor,Trauma,968,Nodulus (X),NOD,645,Vermal regions,1042,41,1.0,cerebellum,80661,0.0005083001698466421
7835,ms_16,4/21/20,M,Trauma,Stressor,Trauma,630,"Orbital area, lateral part, layer 5",ORBl5,723,"Orbital area, lateral part",261,42,1.0,cortical_plate,30371,0.0013828981594284021
7836,ms_16,4/21/20,M,Trauma,Stressor,Trauma,358,Sublaterodorsal nucleus,SLD,1117,"Pons, behavioral state related",917,42,1.0,hindbrain,4961,0.008466035073573876
7837,ms_16,4/21/20,M,Trauma,Stressor,Trauma,581,Triangular nucleus of septum,TRS,826,"Pallidum, medial region",619,48,1.0,cerebral_nuclei,13836,0.003469210754553339
7838,ms_16,4/21/20,M,Trauma,Stressor,Trauma,1048,Gigantocellular reticular nucleus,GRN,370,"Medulla, motor related",958,43,1.0,hindbrain,121816,0.0003529913968608393
7839,ms_16,4/21/20,M,Trauma,Stressor,Trauma,601,"Anterolateral visual area, layer 6a",VISal6a,402,Anterolateral visual area,169,43,1.0,cortical_plate,7715,0.0055735580038885285
7840,ms_17,4/21/20,M,Trauma,Stressor,Trauma,649,"Anterolateral visual area, layer 6b",VISal6b,402,Anterolateral visual area,170,6,1.0,cortical_plate,1441,0.004163775156141568
7841,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1126,"Tuberomammillary nucleus, dorsal part",TMd,557,Tuberomammillary nucleus,770,6,1.0,diencephalon,936,0.00641025641025641
7842,ms_17,4/21/20,M,Trauma,Stressor,Trauma,333,Septohippocampal nucleus,SH,275,Lateral septal complex,591,6,1.0,cerebral_nuclei,2365,0.002536997885835095
7843,ms_17,4/21/20,M,Trauma,Stressor,Trauma,914,Posterodorsal preoptic nucleus,PD,141,Periventricular region,746,6,1.0,diencephalon,188,0.031914893617021274
7844,ms_17,4/21/20,M,Trauma,Stressor,Trauma,869,"Posterolateral visual area, layer 4",VISpl4,425,Posterolateral visual area,195,6,1.0,cortical_plate,3003,0.001998001998001998
7845,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1030,"Primary somatosensory area, lower limb, layer 1",SSp-ll1,337,"Primary somatosensory area, lower limb",66,6,1.0,cortical_plate,13610,0.000440852314474651
7846,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1025,Paramedian lobule,PRM,1073,Hemispheric regions,1060,7,1.0,cerebellum,315291,2.2201712069167847e-05
7847,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1069,Parapyramidal nucleus,PPY,370,"Medulla, motor related",981,6,1.0,hindbrain,2505,0.0023952095808383233
7848,ms_17,4/21/20,M,Trauma,Stressor,Trauma,249,"Posterior auditory area, layer 6a",AUDpo6a,1027,Posterior auditory area,148,6,1.0,cortical_plate,1307,0.0045906656465187455
7849,ms_17,4/21/20,M,Trauma,Stressor,Trauma,132,"Prelimbic area, layer 6b",PL6b,972,Prelimbic area,244,6,1.0,cortical_plate,1333,0.00450112528132033
7850,ms_17,4/21/20,M,Trauma,Stressor,Trauma,696,"Posterior auditory area, layer 1",AUDpo1,1027,Posterior auditory area,144,5,1.0,cortical_plate,1728,0.0028935185185185184
7851,ms_17,4/21/20,M,Trauma,Stressor,Trauma,169,Nucleus prepositus,PRP,154,Perihypoglossal nuclei,979,6,1.0,hindbrain,10012,0.0005992808629644426
7852,ms_17,4/21/20,M,Trauma,Stressor,Trauma,210,Lateral mammillary nucleus,LM,331,Mammillary body,763,5,1.0,diencephalon,2062,0.0024248302618816685
7853,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1020,Posterior complex of the thalamus,PO,138,Lateral group of the dorsal thalamus,669,5,1.0,diencephalon,75867,6.590480709662963e-05
7854,ms_17,4/21/20,M,Trauma,Stressor,Trauma,450,"Primary somatosensory area, upper limb, layer 1",SSp-ul1,369,"Primary somatosensory area, upper limb",80,7,1.0,cortical_plate,20915,0.00033468802295003584
7855,ms_17,4/21/20,M,Trauma,Stressor,Trauma,401,"Anteromedial visual area, layer 4",VISam4,394,Anteromedial visual area,174,5,1.0,cortical_plate,5000,0.001
7856,ms_17,4/21/20,M,Trauma,Stressor,Trauma,350,Subceruleus nucleus,SLC,1117,"Pons, behavioral state related",916,5,1.0,hindbrain,1954,0.00255885363357216
7857,ms_17,4/21/20,M,Trauma,Stressor,Trauma,989,Fastigial nucleus,FN,519,Cerebellar nuclei,1080,5,1.0,cerebellum,32651,0.00015313466662583076
7858,ms_17,4/21/20,M,Trauma,Stressor,Trauma,805,"posteromedial visual area, layer 1",VISpm1,533,posteromedial visual area,200,6,1.0,cortical_plate,11155,0.0005378753922008068
7859,ms_17,4/21/20,M,Trauma,Stressor,Trauma,907,Paracentral nucleus,PCN,51,Intralaminar nuclei of the dorsal thalamus,699,5,1.0,diencephalon,16836,0.00029698265621287717
7860,ms_17,4/21/20,M,Trauma,Stressor,Trauma,1107,"Medullary reticular nucleus, ventral part",MDRNv,395,Medullary reticular nucleus,970,5,1.0,hindbrain,48209,0.00010371507394884773
7861,ms_17,4/21/20,M,Trauma,Stressor,Trauma,66,Lateral terminal nucleus of the accessory optic tract,LT,323,"Midbrain, motor related",853,5,1.0,midbrain,382,0.013089005235602094
7862,ms_17,4/21/20,M,Trauma,Stressor,Trauma,565,"posteromedial visual area, layer 5",VISpm5,533,posteromedial visual area,203,5,1.0,cortical_plate,16877,0.0002962611838596907
7863,ms_17,4/21/20,M,Trauma,Stressor,Trauma,19,Induseum griseum,IG,1080,Hippocampal region,491,5,1.0,cortical_plate,1772,0.0028216704288939053
7864,ms_17,4/21/20,M,Trauma,Stressor,Trauma,970,"Paragigantocellular reticular nucleus, dorsal part",PGRNd,938,Paragigantocellular reticular nucleus,974,6,1.0,hindbrain,9881,0.0006072259892723409
